CUSTOM.updateTime,CUSTOM.isPhoto,CUSTOM.isVideo,CUSTOM.hSpeed [m/s],CUSTOM.distance [m],CUSTOM.travelled [m],CUSTOM.hSpeed.running_max [m/s],CALC.hSpeed [m/s],CALC.distance [m],CALC.travelled [m],CALC.distance.running_max [m],CALC.height.running_max [m],OSD.latitude,OSD.longitude,OSD.height [m],OSD.altitude [m],OSD.xSpeed [m/s],OSD.ySpeed [m/s],OSD.zSpeed [m/s],OSD.pitch,OSD.roll,OSD.yaw,OSD.flycState,OSD.flycState.RAW,OSD.flycCommand,OSD.flycCommand.RAW,OSD.canIOCWork,OSD.groundOrSky,OSD.isMotorUp,OSD.isSwaveWork,OSD.goHomeStatus,OSD.goHomeStatus.RAW,OSD.isImuPreheated,OSD.isVisionUsed,OSD.voltageWarning,OSD.modeChannel,OSD.isGPSused,OSD.compassError,OSD.waveError,OSD.gpsLevel,OSD.batteryType,OSD.isAcceletorOverRange,OSD.isVibrating,OSD.isBarometerDeadInAir,OSD.isMotorBlocked,OSD.isNotEnoughForce,OSD.isPropellerCatapult,OSD.isGoHomeHeightModified,OSD.isOutOfLimit,OSD.gpsNum,OSD.flightAction,OSD.flightAction.RAW,OSD.motorStartFailedCause,OSD.motorStartFailedCause.RAW,OSD.nonGPSCause,OSD.nonGPSCause.RAW,OSD.isQuickSpin,OSD.battery,OSD.sWaveHeight [m],OSD.flyTime [s],OSD.motorRevolution,OSD.flycVersion,OSD.droneType,OSD.imuInitFailReason,OSD.imuInitFailReason.RAW,OSD.motorFailReason,OSD.motorFailReason.RAW,OSD.ctrlDevice,OSD.ctrlDevice.RAW,GIMBAL.pitch,GIMBAL.roll,GIMBAL.yaw,GIMBAL.mode,GIMBAL.mode.RAW,GIMBAL.rollAdjust,GIMBAL.pitchAdjust,GIMBAL.yawAngle,GIMBAL.isAutoCalibration,GIMBAL.autoCalibrationResult,GIMBAL.isPitchInLimit,GIMBAL.isRollInLimit,GIMBAL.isYawInLimit,GIMBAL.isTopPosition,GIMBAL.isStuck,GIMBAL.version,GIMBAL.isSingleClick,GIMBAL.isDoubleClick,GIMBAL.isTripleClick,GIMBAL.timeStamp,RC.aileron,RC.elevator,RC.throttle,RC.rudder,RC.gimbal,RC.goHome,RC.mode,RC.isWheelChanged,RC.wheelOffset,RC.wheelClick,RC.record,RC.shutter,RC.playback,RC.custom1,RC.custom2,RC.bandwidth,CENTER_BATTERY.relativeCapacity,CENTER_BATTERY.currentPV [V],CENTER_BATTERY.currentCapacity [mAh],CENTER_BATTERY.fullCapacity [mAh],CENTER_BATTERY.life,CENTER_BATTERY.loopNum,CENTER_BATTERY.errorType,CENTER_BATTERY.current [A],CENTER_BATTERY.voltageCell1 [V],CENTER_BATTERY.voltageCell2 [V],CENTER_BATTERY.voltageCell3 [V],CENTER_BATTERY.voltageCell4 [V],CENTER_BATTERY.voltageCell5 [V],CENTER_BATTERY.voltageCell6 [V],CENTER_BATTERY.serialNo,CENTER_BATTERY.productDate,CENTER_BATTERY.temperature [C],CENTER_BATTERY.connStatus,CENTER_BATTERY.totalStudyCycle,CENTER_BATTERY.lastStudyCycle,CENTER_BATTERY.isNeedStudy,CENTER_BATTERY.isBatteryOnCharge,SMART_BATTERY.usefulTime [s],SMART_BATTERY.goHomeTime [s],SMART_BATTERY.landTime [s],SMART_BATTERY.goHomeBattery,SMART_BATTERY.landBattery,SMART_BATTERY.safeFlyRadius,SMART_BATTERY.volumeConsume,SMART_BATTERY.status,SMART_BATTERY.status.RAW,SMART_BATTERY.goHomeStatus,SMART_BATTERY.goHomeStatus.RAW,SMART_BATTERY.goHomeCountdown,SMART_BATTERY.voltage [V],SMART_BATTERY.battery,SMART_BATTERY.lowWarning,SMART_BATTERY.lowWarningGoHome,SMART_BATTERY.seriousLowWarning,SMART_BATTERY.seriousLowWarningLanding,SMART_BATTERY.voltagePercent,DEFORM.isDeformProtected,DEFORM.isExceptionState,DEFORM.deformStatus,DEFORM.deformStatus.RAW,DEFORM.deformMode,DEFORM.deformMode.RAW,RC_GPS.startupTime,RC_GPS.latitude,RC_GPS.longitude,RC_GPS.xSpeed [m/s],RC_GPS.ySpeed [m/s],RC_GPS.gpsNum,RC_GPS.accuracy,RC_GPS.gpsStatus,CAMERA_INFO.connectState,CAMERA_INFO.usbState,CAMERA_INFO.timeSyncState,CAMERA_INFO.photoState,CAMERA_INFO.recordState,CAMERA_INFO.sensorState,CAMERA_INFO.sdCardInsertState,CAMERA_INFO.sdCardState,CAMERA_INFO.firmUpgradeState,CAMERA_INFO.firmErrorType,CAMERA_INFO.hotState,CAMERA_INFO.enabledPhoto,CAMERA_INFO.isStoring,CAMERA_INFO.isTimePhotoing,CAMERA_INFO.encryptStatus,CAMERA_INFO.mode,CAMERA_INFO.sdCardTotalSize,CAMERA_INFO.sdCardFreeSize,CAMERA_INFO.remainedShots,CAMERA_INFO.remainedTime,CAMERA_INFO.videoRecordTime,CAMERA_INFO.cameraType,CAMERA_INFO.version,MC_PARAM.failSafeAction,MC_PARAM.OAenabled,MC_PARAM.VPSenabled,MC_PARAM.rthOAenabled,HOME.latitude,HOME.longitude,HOME.height [m],HOME.isHomeRecord,HOME.goHomeMode,HOME.aircraftHeadDirection,HOME.isDynamicHomePointEnabled,HOME.isReachedLimitDistance,HOME.isReachedLimitHeight,HOME.isMultipleModeOpen,HOME.goHomeStatus,HOME.hasGoHome,HOME.compassCeleStatus,HOME.isCompassCeleing,HOME.isBeginnerMode,HOME.isIOCEnabled,HOME.iocMode,HOME.goHomeHeight [m],HOME.courseLockAngle,HOME.dataRecorderStatus,HOME.dataRecorderRemainCapacity,HOME.dataRecorderRemainTime,HOME.dataRecorderFileIndex,HOME.isFlycInSimulationMode,HOME.isFlycInNavigationMode,HOME.isWingBroken,HOME.isBigGale,HOME.isBigGaleWarning,HOME.isCompassInstallErr,HOME.isFanCurrentInAbnormalState,HOME.paddleState,HOME.heightLimitStatus,HOME.useAbsoluteHeight,HOME.motor1EscmState,HOME.motor2EscmState,HOME.motor3EscmState,HOME.motor4EscmState,HOME.motor5EscmState,HOME.motor6EscmState,HOME.motor7EscmState,HOME.motor8EscmState,HOME.forceLandingHeight [m],RECOVER.droneType,RECOVER.appType,RECOVER.appVersion,RECOVER.aircraftSnBytes,RECOVER.aircraftName,RECOVER.activeTimestamp,RECOVER.cameraSn,RECOVER.rcSn,RECOVER.batterySn,RECOVER.gimbalType,FIRMWARE.version,DETAILS.street,DETAILS.citypart,DETAILS.city,DETAILS.area,DETAILS.isFavorite,DETAILS.isNew,DETAILS.needUpload,DETAILS.recordLineCount,DETAILS.timestamp,DETAILS.latitude,DETAILS.longitude,DETAILS.totalDistance [m],DETAILS.totalTime [s],DETAILS.maxHeight [m],DETAILS.maxHorizontalSpeed [m/s],DETAILS.maxVerticalSpeed [m/s],DETAILS.photoNum,DETAILS.videoTime [s],DETAILS.takeOffAltitude [m],DETAILS.droneType,DETAILS.activeTimestamp,DETAILS.aircraftName,DETAILS.aircraftSnBytes,DETAILS.cameraSn,DETAILS.rcSn,DETAILS.batterySn,DETAILS.appType,DETAILS.appVersion,APP_GPS.latitude,APP_GPS.longitude,APP_GPS.accuracy,APP_TIP.tip,APP_WARN.warn,APP_SER_WARN.warn
2021/03/18 12:05:35.475,,,0.01,,51.7,0.98,0.06,43.28,51.84,44.5,99.8,55.91495,9.203147,99.7,135.5,0,-0.1,0,-7.5,4.4,-61.8,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,44.6,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,122583,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.382,4843,5208,0,60,0,11.424,3.603,3.649,3.614,3.587,,0,0,1980/00/00,19.95,Normal,0,0,True,,1538,37,39,20,12,5998.2,11248.008,None,0,NonGoHome,0,0,14.349,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:35.682,,,0.01,,51.7,0.98,0.04,43.29,51.84,44.5,99.8,55.91495,9.203147,99.7,135.5,0,-0.1,0,-7.5,4.4,-61.8,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,44.7,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,122801,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.382,4843,5208,0,60,0,11.424,3.603,3.649,3.614,3.587,,0,0,1980/00/00,19.95,Normal,0,0,True,,1538,37,39,20,12,5998.2,11248.008,None,0,NonGoHome,0,0,14.349,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:35.789,,,0.01,,51.71,0.98,0.04,43.28,51.85,44.5,99.8,55.91495,9.203147,99.7,135.5,0,-0.1,0,-7.6,4.5,-61.7,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,44.9,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,122908,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.382,4843,5208,0,60,0,11.424,3.603,3.649,3.614,3.587,,0,0,1980/00/00,19.95,Normal,0,0,True,,1538,37,39,20,12,5998.2,11248.008,None,0,NonGoHome,0,0,14.349,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:35.890,,,0.01,,51.71,0.98,0.02,43.28,51.85,44.5,99.8,55.91495,9.203147,99.7,135.5,0,-0.1,0,-7.6,4.5,-61.7,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,45,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,123016,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.382,4843,5208,0,60,0,11.424,3.603,3.649,3.614,3.587,,0,0,1980/00/00,19.95,Normal,0,0,True,,1538,37,39,20,12,5998.2,11248.008,None,0,NonGoHome,0,0,14.349,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:35.999,,,0.01,,51.72,0.98,0.04,43.28,51.85,44.5,99.8,55.91495,9.203147,99.6,135.4,0,-0.1,0,-7.7,4.6,-61.8,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,45.1,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,123126,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.328,4843,5208,0,60,0,12.174,3.593,3.637,3.601,3.57,,0,0,1980/00/00,19.95,Normal,0,0,True,,1529,37,39,20,12,5963.1,11302.994,None,0,NonGoHome,0,0,14.367,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:36.100,,,0.01,,51.72,0.98,0,43.28,51.85,44.5,99.8,55.91495,9.203147,99.6,135.4,0,-0.1,0,-7.8,4.6,-61.8,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,45.2,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,123237,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.328,4843,5208,0,60,0,12.174,3.593,3.637,3.601,3.57,,0,0,1980/00/00,19.95,Normal,0,0,True,,1529,37,39,20,12,5963.1,11302.994,None,0,NonGoHome,0,0,14.367,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:36.208,,,0.01,,51.72,0.98,0.04,43.28,51.86,44.5,99.8,55.91495,9.203147,99.6,135.4,0,-0.1,0,-7.9,4.5,-61.9,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,45.3,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,123345,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.328,4843,5208,0,60,0,12.174,3.593,3.637,3.601,3.57,,0,0,1980/00/00,19.95,Normal,0,0,True,,1529,37,39,20,12,5963.1,11302.994,None,0,NonGoHome,0,0,14.367,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:36.312,,,0.01,,51.72,0.98,0,43.28,51.86,44.5,99.8,55.91495,9.203147,99.6,135.4,0,-0.1,0,-8,4.6,-61.9,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,45.4,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,123454,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.328,4843,5208,0,60,0,12.174,3.593,3.637,3.601,3.57,,0,0,1980/00/00,19.95,Normal,0,0,True,,1529,37,39,20,12,5963.1,11302.994,None,0,NonGoHome,0,0,14.367,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:36.414,,,0.01,,51.72,0.98,0,43.28,51.86,44.5,99.8,55.91495,9.203147,99.6,135.4,0,-0.1,0,-7.7,4.6,-61.8,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,45.5,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,123562,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.328,4843,5208,0,60,0,12.174,3.593,3.637,3.601,3.57,,0,0,1980/00/00,19.95,Normal,0,0,True,,1529,37,39,20,12,5963.1,11302.994,None,0,NonGoHome,0,0,14.367,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:36.516,,,0.01,,51.73,0.98,0.08,43.29,51.87,44.5,99.8,55.91495,9.203147,99.6,135.4,0,-0.1,0,-7.6,5.2,-61.8,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,45.6,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,123670,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.328,4843,5208,0,60,0,12.174,3.593,3.637,3.601,3.57,,0,0,1980/00/00,19.95,Normal,0,0,True,,1529,37,39,20,12,5963.1,11302.994,None,0,NonGoHome,0,0,14.367,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
2021/03/18 12:05:36.624,,,0.01,,51.73,0.98,0.03,43.29,51.87,44.5,99.8,55.91495,9.203147,99.6,135.4,0,-0.1,0,-7.7,5.1,-61.9,GPS_Atti,6,Other,0,True,Sky,True,False,Standby,0,True,False,0,P,True,False,False,5,Smart,False,False,False,False,False,False,False,False,18,None,0,None,0,Already,0,False,0,0,45.7,1,28,P4 Professional,MonitorError,0,,0,RC,0,-32.6,0,-61.4,YawFollow,2,0,0,0,False,0,False,False,False,False,False,1,False,False,False,123777,0,0,0,0,0,0,P,False,0,0,0,0,0,0,0,10,93,14.328,4843,5208,0,60,0,12.174,3.593,3.637,3.601,3.57,,0,0,1980/00/00,19.95,Normal,0,0,True,,1529,37,39,20,12,5963.1,11302.994,None,0,NonGoHome,0,0,14.367,93,30,False,10,True,0,,,,,,,,,,,,,,,0,0,1,No,No,0,1,Normal,0,No,0,0,0,0,CheckSuccess,TakePhoto,59344,45574,5479,3540,0,FC6310,11,GoHome,False,True,False,55.914752,9.203742,-35.79,True,1,1,False,False,False,True,4,False,0,False,False,False,CourseLock,120,-23.9,0,17,0,391,False,False,False,False,False,False,False,Normal,NonLimit,False,MotorOff,MotorOff,MotorOff,MotorOff,NonConnect,NonConnect,NonConnect,NonConnect,3,P4 Professional,iOS,4.3.42,07JDDBB0010175,species tracker,2017/02/09 13:13:20,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,Timeout,,,,Give,Syddanmark,2,1,0,3036,2021/03/18 12:04:50.826,55.914752,9.203741,2021.24,318.6,100.4,13.87,5.2,0,202,35.79,P4 Professional,2017/02/09 13:13:20,species tracker,07JDDBB0010175,0BDLDB200103ZL,0CKJ115596,0DQADBU03107N6,iOS,4.3.42,55.923899,9.196656,20,,,
